date,ID,Green,Wet,Road_Dens,Risk,Green_Norm,Wet_Norm,Road_Dens_Norm,Risk_Norm,fix,states,binom
2009-04-25T04:20:00Z,AG059_2009,-6.61305713653564,-53.3235702514648,0,0.213472262024879,0.40230291677310154,-0.8537596625207625,-0.04722860954710573,1.8175922259606208,1,2,1
2009-04-25T04:40:00Z,AG059_2009,-8.01952838897705,-55.765983581543,0,0.255050152540207,0.33123914279355604,-0.9386058405800553,-0.04722860954710573,2.246379011671827,2,2,1
2009-04-25T05:00:00Z,AG059_2009,-13.0962963104248,-71.001091003418,0,0.45689794421196,0.0747288959683025,-1.4678531310161398,-0.04722860954710573,4.328006163052414,3,2,1
2009-04-25T05:20:00Z,AG059_2009,-12.5991268157959,-67.9406127929688,0,0.44383704662323,0.09984902589239757,-1.361536204232071,-0.04722860954710573,4.1933110107452,4,2,1
2009-04-25T05:40:00Z,AG059_2009,-12.6696434020996,-68.8092041015625,0,0.353916347026825,0.09628608442296001,-1.3917099065788947,-0.04722860954710573,3.265971810247974,5,2,1
2009-04-25T06:00:00Z,AG059_2009,-9.42149448394775,-57.9538612365723,0,0.268269181251526,0.2604029977055966,-1.014609789135569,-0.04722860954710573,2.3827049474299438,6,2,1
2009-04-25T07:00:00Z,AG059_2009,-8.62223434448242,-52.4211082458496,0,0.278033882379532,0.3007866470715052,-0.82240933738242,-0.04722860954710573,2.4834069012379354,7,2,1
2009-04-25T07:20:00Z,AG059_2009,-7.71478843688965,-44.1435470581055,0,0.280785232782364,0.3466365219010815,-0.5348579136397638,-0.04722860954710573,2.511781180956639,8,2,1
2009-04-25T07:40:00Z,AG059_2009,-4.61472368240356,-42.6847991943359,0,0.29375684261322,0.5032712918278361,-0.4841829605231897,-0.04722860954710573,2.6455555215000133,9,2,1
2009-04-25T08:00:00Z,AG059_2009,-5.05363750457764,-46.8585891723633,0,0.26568928360939,0.48109460488785427,-0.6291748516567296,-0.04722860954710573,2.356098835293793,10,2,1
2009-04-25T09:40:00Z,AG059_2009,-5.672691822052,-47.6641426086426,0,0.297460705041885,0.4498160870925591,-0.6571587024853853,-0.04722860954710573,2.683752920305474,11,2,1
2009-04-25T12:00:00Z,AG059_2009,-8.75854873657227,-55.6929054260254,0,0.189369946718216,0.293899186604171,-0.936067203028854,-0.04722860954710573,1.5690285258678502,12,2,1
2009-04-25T12:20:00Z,AG059_2009,-10.5062913894653,-63.1284255981445,0,0.291225910186768,0.20559223497326637,-1.194367246153366,-0.04722860954710573,2.6194543805681394,13,2,1
2009-04-25T12:40:00Z,AG059_2009,-12.8635444641113,-67.8595733642578,0,0.553747415542603,0.0864889831873148,-1.3587210026797532,-0.04722860954710573,5.326800786709103,14,2,1
2009-04-25T17:20:00Z,AG059_2009,-11.2415132522583,-63.1473999023438,0,0.572988510131836,0.16844420212748398,-1.1950263881474006,-0.04722860954710573,5.525231418956811,15,2,1
2009-04-25T17:40:00Z,AG059_2009,-10.3248195648193,-59.6452255249023,0,0.511048793792725,0.21476133296081035,-1.0733655262597934,-0.04722860954710573,4.886456061483585,16,2,1
2009-04-25T18:40:00Z,AG059_2009,-11.8691501617432,-64.3986587524414,0,0.519039452075958,0.13673203780174117,-1.2384934499613194,-0.04722860954710573,4.968862567405788,17,2,1
2009-04-25T19:00:00Z,AG059_2009,-12.4584369659424,-64.989387512207,0,0.309917092323303,0.10695756200634261,-1.2590145783545272,-0.04722860954710573,2.8122138450367116,18,2,1
2009-04-25T19:20:00Z,AG059_2009,-12.0176801681519,-61.9065017700195,0,0.50081080198288,0.1292273676662611,-1.1519192438356474,-0.04722860954710573,4.780873129163756,19,2,1
2009-04-25T19:40:00Z,AG059_2009,-10.8403415679932,-60.9449768066406,0,0.467431277036667,0.18871391887293615,-1.118517150403456,-0.04722860954710573,4.436634904644472,20,2,1
2009-04-25T20:00:00Z,AG059_2009,-10.8403415679932,-60.9449768066406,0,0.467431277036667,0.18871391887293615,-1.118517150403456,-0.04722860954710573,4.436634904644472,21,2,1
2009-04-25T20:20:00Z,AG059_2009,-11.1282625198364,-62.5544013977051,0,0.472806632518768,0.17416634144450016,-1.1744264118477876,-0.04722860954710573,4.4920701701343235,22,2,1
2009-04-25T20:40:00Z,AG059_2009,-10.7714796066284,-62.8200035095215,0,0.395640075206757,0.19219325828333775,-1.1836530745893383,-0.04722860954710573,3.6962625987516766,23,2,1
2009-04-25T21:00:00Z,AG059_2009,-8.15603065490723,-56.9518966674805,0,0.294217020273209,0.3243421897581351,-0.9798028777945046,-0.04722860954710573,2.6503012673095574,24,2,1
2009-04-25T21:20:00Z,AG059_2009,-9.7285623550415,-59.2317733764648,0,0.369293510913849,0.2448879974879185,-1.0590027506503916,-0.04722860954710573,3.424554282681026,25,2,1
